PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Ernakulam,GEN,Kerala,Prof. K.V. Thomas,Indian National Congress,1156467,850834,0.736,87047,0.102,2014
Guna,GEN,Madhya Pradesh,Jyotiraditya M Scindia,Indian National Congress,1605619,976629,0.608,120792,0.124,2014
Hingoli,GEN,Maharashtra,Rajeev Shankarrao Satav,Indian National Congress,1586194,1051164,0.663,1632,0.002,2014
Inner Manipur,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,855359,640871,0.749,94674,0.148,2014
Jangipur,GEN,West Bengal,Abhijit Mukherjee,Indian National Congress,1391656,1119084,0.804,8161,0.007,2014
Kaliabor,GEN,Assam,Gourav Gogoi,Indian National Congress,1457865,1166490,0.8,93874,0.08,2014
Kishanganj,GEN,Bihar,Mohammad Asrarul Haque,Indian National Congress,1438990,928490,0.645,194612,0.21,2014
Kozhikode,GEN,Kerala,M .K Raghavan,Indian National Congress,1182484,943009,0.798,16883,0.018,2014
Ludhiana,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1561201,1100457,0.705,19709,0.018,2014
Maldaha Dakshin,GEN,West Bengal,Abu Hasem Khan Chowdhury,Indian National Congress,1347143,1092407,0.811,164111,0.15,2014
Maldaha Uttar,GEN,West Bengal,Mausam Noor,Indian National Congress,1425428,1162985,0.816,65705,0.056,2014
Nalgonda,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580,1189399,0.795,193156,0.162,2014
Nanded,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057,1013350,0.601,81455,0.08,2014
Pathanamthitta,GEN,Kerala,Anto Antony,Indian National Congress,1323906,869452,0.657,56191,0.065,2014
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1594954,825136,0.517,352713,0.427,2014
Rohtak,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1567504,1044331,0.666,170627,0.163,2014
Silchar,GEN,Assam,Sushmita Dev,Indian National Congress,1060175,799830,0.754,35241,0.044,2014
Supaul,GEN,Bihar,Ranjeet Ranjan,Indian National Congress,1525592,970528,0.636,59672,0.061,2014
Thiruvananthapuram,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1272748,873439,0.686,15470,0.018,2014
Tumkur,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518,1101484,0.725,74041,0.067,2014
Vadakara,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504,959342,0.811,3306,0.003,2014
Wayanad,GEN,Kerala,M I Shanavas,Indian National Congress,1249420,915006,0.732,20870,0.023,2014
Amritsar,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1468972,859513,0.591,99626,0.116,2019
Anandpur Sahib,GEN,Punjab,Manish Tewari,Indian National Congress,1648822,1081727,0.667,46884,0.043,2019
Andaman And Nicobar Islands,GEN,Andaman & Nicobar Islands,Kuldeep Rai Sharma,Indian National Congress,269360,207296,0.775,1407,0.007,2019
Arani,GEN,Tamil Nadu,Vishnu Prasad M K,Indian National Congress,1407725,1143907,0.825,230806,0.202,2019
Attingal,GEN,Kerala,Adv. Adoor Prakash,Indian National Congress,1313675,1004888,0.769,38247,0.038,2019
Baharampur,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1746812,1299997,0.752,80696,0.062,2019
Bangalore Rura,GEN,Karnataka,D.K. Suresh,Indian National Congress,1601076,1621906,1.021,206870,0.128,2019
Barpeta,GEN,Assam,Abdul Khaleque,Indian National Congress,1449560,1458549,1.013,140307,0.096,2019
Bhongir,GEN,Telangana,Komati Reddy Venkat Reddy,Indian National Congress,1544683,1212631,0.793,5219,0.004,2019
Chalakudy,GEN,Kerala,Benny Behanan,Indian National Congress,1163476,990224,0.858,132274,0.134,2019
Chandrapur,GEN,Maharashtra,Balubhau Alias Suresh Narayan Dhanorkar,Indian National Congress,1846431,1238474,0.677,44763,0.036,2019
Chhindwara,GEN,Madhya Pradesh,Nakul Kamal Nath,Indian National Congress,1480503,1248031,0.857,37536,0.03,2019
Ernakulam,GEN,Kerala,Hibi Eden,Indian National Congress,1190575,967203,0.817,169153,0.175,2019
Idukki,GEN,Kerala,Adv. Dean Kuriakose,Indian National Congress,1160824,919297,0.797,171053,0.186,2019
Kaliabor,GEN,Assam,Gaurav Gogoi,Indian National Congress,1663513,1424687,0.866,209994,0.147,2019
Kanniyakumari,GEN,Tamil Nadu,Vasanthakumar. H,Indian National Congress,1477243,1048377,0.714,259933,0.248,2019
Kannur,GEN,Kerala,K. Sudhakaran,Indian National Congress,1201236,1053842,0.881,94559,0.09,2019
Karur,GEN,Tamil Nadu,Jothimani S,Indian National Congress,1365804,1103165,0.815,420546,0.381,2019
Kasaragod,GEN,Kerala,Rajmohan Unnithan,Indian National Congress,1305827,1100051,0.846,40438,0.037,2019
Khadoor Sahib,GEN,Punjab,Jasbir Singh Gill (DIMPA),Indian National Congress,1599081,1046032,0.657,140573,0.134,2019
Kishanganj,GEN,Bihar,Dr. Mohammad Jawed,Indian National Congress,1652940,1101603,0.678,34466,0.031,2019
Korba,GEN,Chhattisgarh,Jyotsna Charandas Mahant,Indian National Congress,1340544,1137003,0.863,26349,0.023,2019
Kozhikode,GEN,Kerala,M.K.Raghavan,Indian National Congress,1245068,1076193,0.867,85225,0.079,2019
Krishnagiri,GEN,Tamil Nadu,Dr.A.Chellakumar,Indian National Congress,1482269,1161369,0.797,156765,0.135,2019
Ludhiana,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1641976,1046955,0.644,76372,0.073,2019
Maldaha Dakshi,GEN,West Bengal,Abu Hasem Khan Chowdhury (DALU),Indian National Congress,1461017,1279202,0.884,8222,0.006,2019
Malkajgiri,GEN,Telangana,Anumula Revanth Reddy,Indian National Congress,2958564,1563063,0.534,10919,0.007,2019
Nalgonda,GEN,Telangana,Uttam Kumar Reddy Nalamada,Indian National Congress,1501209,1175703,0.787,25682,0.022,2019
Nowgong,GEN,Assam,Pradyut Bordoloi,Indian National Congress,1736245,1493475,0.866,16752,0.011,2019
Palakkad,GEN,Kerala,V K Sreekandan,Indian National Congress,1274734,1028249,0.812,11637,0.011,2019
Pathanamthitta,GEN,Kerala,Anto Antony,Indian National Congress,1332683,1026553,0.773,44243,0.043,2019
Patiala,GEN,Punjab,Preneet Kaur,Indian National Congress,1691510,1177903,0.703,162718,0.138,2019
Puducherry,GEN,Pondicherry,Ve. Vaithilingam,Indian National Congress,969845,790760,0.828,197025,0.249,2019
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1628549,958556,0.595,167178,0.174,2019
Sivaganga,GEN,Tamil Nadu,Karti P Chidambaram,Indian National Congress,1529700,1084468,0.715,332244,0.306,2019
South Goa,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,572200,424575,0.752,9755,0.023,2019
Thiruvananthap,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1330409,1010180,0.763,99989,0.099,2019
Thrissur,GEN,Kerala,T. N. Prathapan,Indian National Congress,1268671,1041869,0.825,93633,0.09,2019
Tiruchirappall,GEN,Tamil Nadu,Thirunavukkarasar. Su,Indian National Congress,1489425,1048062,0.713,459286,0.438,2019
Vadakara,GEN,Kerala,K. Muraleedharan,Indian National Congress,1207556,1065619,0.885,84663,0.079,2019
Virudhunagar,GEN,Tamil Nadu,"Manickam Tagore, B.",Indian National Congress,1461240,1074735,0.747,154554,0.144,2019
Wayanad,GEN,Kerala,Rahul Gandhi,Indian National Congress,1306141,1092197,0.838,431770,0.395,2019
Alappuzha,GEN,Kerala,K. C Venugopal,Indian National Congress,1400082,1058703,0.756,63513,0.06,2024
Allahabad,GEN,Uttar Pradesh,Ujjwal Raman Singh,Indian National Congress,1825730,947000,0.519,58795,0.062,2024
Amethi,GEN,Uttar Pradesh,Kishori Lal,Indian National Congress,1796098,980671,0.546,167196,0.17,2024
Amritsar,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1611263,905656,0.562,40301,0.044,2024
Attingal,GEN,Kerala,Adv Adoor Prakash,Indian National Congress,1396807,985341,0.705,684,0.001,2024
Banaskantha,GEN,Gujarat,Geniben Nagaji Thakor,Indian National Congress,1961924,1375903,0.701,30406,0.022,2024
Barmer,GEN,Rajasthan,Ummeda Ram Beniwal,Indian National Congress,2206237,1688051,0.765,118176,0.07,2024
Bhandara - Gon,GEN,Maharashtra,Dr. Prashant Yadaorao Padole,Indian National Congress,1827188,1235073,0.676,37380,0.03,2024
Bhongir,GEN,Telangana,Chamala Kiran Kumar Reddy,Indian National Congress,1808585,1401396,0.775,222170,0.159,2024
Bidar,GEN,Karnataka,Sagar Eshwar Khandre,Indian National Congress,1892962,1242322,0.656,128875,0.104,2024
Chalakudy,GEN,Kerala,Benny Behanan,Indian National Congress,1310529,951287,0.726,63754,0.067,2024
Chandigarh,GEN,Chandigarh,Manish Tewari,Indian National Congress,659805,449275,0.681,2504,0.006,2024
Chandrapur,GEN,Maharashtra,Dhanorkar Pratibha Suresh Alias Balubhau,Indian National Congress,1837906,1241304,0.675,260406,0.21,2024
Chikkodi,GEN,Karnataka,Priyanka Satish Jarkiholi,Indian National Congress,1761694,1393093,0.791,90834,0.065,2024
Churu,GEN,Rajasthan,Rahul Kaswan,Indian National Congress,2213187,1424645,0.644,72737,0.051,2024
Cuddalore,GEN,Tamil Nadu,M.K. Vishnuprasad,Indian National Congress,1412746,1031563,0.73,185896,0.18,2024
Davanagere,GEN,Karnataka,Dr. Prabha Mallikarjun,Indian National Congress,1709244,1320368,0.773,26094,0.02,2024
Dhubri,GEN,Assam,Rakibul Hussain,Indian National Congress,2660827,2453608,0.922,1012476,0.413,2024
Dhule,GEN,Maharashtra,Bachhav Shobha Dinesh,Indian National Congress,2022061,1219295,0.603,3831,0.003,2024
Ernakulam,GEN,Kerala,Hibi Eden,Indian National Congress,1324047,910502,0.688,250385,0.275,2024
Ferozpur,GEN,Punjab,Sher Singh Ghubaya,Indian National Congress,1670008,1125115,0.674,3242,0.003,2024
Gurdaspur,GEN,Punjab,Sukhjinder Singh Randhawa,Indian National Congress,1605204,1077826,0.672,82861,0.077,2024
Hassan,GEN,Karnataka,Shreyas. M. Patel,Indian National Congress,1736610,1355007,0.78,42649,0.031,2024
Hisar,GEN,Haryana,Jai Parkash (J P) S/O HARIKESH,Indian National Congress,1790722,1174115,0.656,63381,0.054,2024
Idukki,GEN,Kerala,Adv. Dean Kuriakose,Indian National Congress,1250157,840657,0.672,133727,0.159,2024
Inner Manipur,GEN,Manipur,Angomcha Bimol Akoijam,Indian National Congress,991574,796897,0.804,109801,0.138,2024
Jalna,GEN,Maharashtra,Kalyan Vaijinathrao Kale,Indian National Congress,1967574,1363409,0.693,109958,0.081,2024
Jhunjhunu,GEN,Rajasthan,Brijendra Singh Ola,Indian National Congress,2068540,1118927,0.541,18235,0.016,2024
Jorhat,GEN,Assam,Gaurav Gogoi,Indian National Congress,1727121,1391160,0.806,144393,0.104,2024
Kanniyakumari,GEN,Tamil Nadu,Vijayakumar (Alias) VIJAY VASANTH,Indian National Congress,1557915,1029055,0.661,179907,0.175,2024
Kannur,GEN,Kerala,K. Sudhakaran,Indian National Congress,1358368,1063855,0.783,108982,0.102,2024
Karur,GEN,Tamil Nadu,Jothimani. S,Indian National Congress,1429790,1132045,0.791,166816,0.147,2024
Kasaragod,GEN,Kerala,Rajmohan Unnithan,Indian National Congress,1452230,1112546,0.766,100649,0.09,2024
Katihar,GEN,Bihar,Tariq Anwar,Indian National Congress,1833009,1171546,0.639,49863,0.043,2024
Khammam,GEN,Telangana,Ramasahayam Raghuram Reddy,Indian National Congress,1631039,1251283,0.767,467847,0.374,2024
Kishanganj,GEN,Bihar,Mohammad Jawed,Indian National Congress,1829994,1151099,0.629,59692,0.052,2024
Kolhapur,GEN,Maharashtra,Chhatrapati Shahu Shahaji,Indian National Congress,1936403,1393326,0.72,154964,0.111,2024
Koppal,GEN,Karnataka,K. Rajashekar Basavaraj Hitnal,Indian National Congress,1866397,1328936,0.712,46357,0.035,2024
Korba,GEN,Chhattisgarh,Jyotsna Charandas Mahant,Indian National Congress,1618864,1225313,0.757,43283,0.035,2024
Kozhikode,GEN,Kerala,M. K. Raghavan,Indian National Congress,1429631,1090050,0.763,146176,0.134,2024
Krishnagiri,GEN,Tamil Nadu,Gopinath K,Indian National Congress,1623179,1166156,0.718,192486,0.165,2024
Ludhiana,GEN,Punjab,Amrinder Singh Raja Warring,Indian National Congress,1758614,1059157,0.602,20942,0.02,2024
Maldaha Dakshi,GEN,West Bengal,Isha Khan Choudhury,Indian National Congress,1782159,1369789,0.769,128368,0.094,2024
Mayiladuthurai,GEN,Tamil Nadu,Sudha R,Indian National Congress,1545568,1087708,0.704,271183,0.249,2024
Mumbai North Central,GEN,Maharashtra,Gaikwad Varsha Eknath,Indian National Congress,1744128,910562,0.522,16514,0.018,2024
Nagaon,GEN,Assam,Pradyut Bordoloi,Indian National Congress,1817204,1549998,0.853,212231,0.137,2024
Nalgonda,GEN,Telangana,Kunduru Raghuveer,Indian National Congress,1725465,1296324,0.751,559905,0.432,2024
Nanded,GEN,Maharashtra,Chavan Vasantrao Balwantrao,Indian National Congress,1851843,1128254,0.609,59442,0.053,2024
Palakkad,GEN,Kerala,V K Sreekandan,Indian National Congress,1398143,1035836,0.741,75283,0.073,2024
Pathanamthitta,GEN,Kerala,Anto Antony,Indian National Congress,1429700,919569,0.643,66119,0.072,2024
Patiala,GEN,Punjab,Dr Dharamvira Gandhi,Indian National Congress,1806424,1151743,0.638,14831,0.013,2024
Puducherry,GEN,Pondicherry,Ve Vaithilingam,Indian National Congress,1023699,807940,0.789,136516,0.169,2024
Rae Bareli,GEN,Uttar Pradesh,Rahul Gandhi,Indian National Congress,1784314,1039219,0.582,390030,0.375,2024
Rohtak,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1889844,1248446,0.66,345298,0.277,2024
Saharanpur,GEN,Uttar Pradesh,Imran Masood,Indian National Congress,1855310,1229455,0.663,64542,0.052,2024
Sitapur,GEN,Uttar Pradesh,Rakesh Rathor,Indian National Congress,1759943,1102015,0.626,89641,0.081,2024
Sivaganga,GEN,Tamil Nadu,Karti P Chidambaram,Indian National Congress,1633857,1053419,0.645,205664,0.195,2024
Sonipat,GEN,Haryana,Satpal Brahamchari,Indian National Congress,1766624,1123944,0.636,21816,0.019,2024
South Goa,GEN,Goa,Captain Viriato Fernandes,Indian National Congress,598767,450520,0.752,13535,0.03,2024
Thiruvananthapuram,GEN,Kerala,Shashi Tharoor,Indian National Congress,1430531,962983,0.673,16077,0.017,2024
Tirunelveli,GEN,Tamil Nadu,Robert Bruce C,Indian National Congress,1654503,1067448,0.645,165620,0.155,2024
Tonk-Sawai Mad,GEN,Rajasthan,Harish Chandra Meena,Indian National Congress,2148128,1226584,0.571,64949,0.053,2024
Vadakara,GEN,Kerala,Shafi Parambil,Indian National Congress,1421883,1122947,0.79,114506,0.102,2024
Virudhunagar,GEN,Tamil Nadu,Manickam Tagore B,Indian National Congress,1501942,1061901,0.707,4379,0.004,2024
Wayanad,GEN,Kerala,Rahul Gandhi,Indian National Congress,1462423,1084653,0.742,364422,0.336,2024
Zahirabad,GEN,Telangana,Suresh Kumar Shetkar,Indian National Congress,1641410,1236593,0.753,46188,0.037,2024
Aligarh,GEN,Uttar Pradesh,Bijendra Singh,Indian National Congress,1341254,633500,0.472,2791,0.004,2004
Alwar,GEN,Rajasthan,Dr. Karan Singh Yadav,Indian National Congress,1262622,540451,0.428,8371,0.015,2004
Amethi,GEN,Uttar Pradesh,Rahul Gandhi,Indian National Congress,1324991,589559,0.445,290853,0.493,2004
Amreli,GEN,Gujarat,Nilaben Virjibhai Thummar,Indian National Congress,1025515,475548,0.464,2030,0.004,2004
Anand,GEN,Gujarat,Solanki Bharatsinh Madhavsinh,Indian National Congress,1145550,591698,0.517,61085,0.103,2004
Anantapur,GEN,Andhra Pradesh,Anantha Venkata Rami Reddy,Indian National Congress,1280923,873370,0.682,73404,0.084,2004
Andaman & Nicobar Islands,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,241645,153804,0.637,30500,0.198,2004
Aurangabad,GEN,Bihar,Nikhil Kumar,Indian National Congress,1401973,767159,0.547,7460,0.01,2004
Banaskantha,GEN,Gujarat,Chavda Harisinhaji Pratapsinhaji,Indian National Congress,1311847,642570,0.49,6928,0.011,2004
Bansgaon,GEN,Uttar Pradesh,Mahaveer Prasad,Indian National Congress,1441224,632098,0.439,16441,0.026,2004
Bapatla,GEN,Andhra Pradesh,Daggubati Purandareswari,Indian National Congress,948929,733677,0.773,94082,0.128,2004
Barpeta,GEN,Assam,A. F. Golam Osmani,Indian National Congress,1075749,762614,0.709,68125,0.089,2004
Berhampore,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1220502,987380,0.809,98901,0.1,2004
Berhampur,GEN,Orissa,Chandra Sekhar Sahu,Indian National Congress,1195391,719853,0.602,51657,0.072,2004
Bhiwani,GEN,Haryana,Kuldeep Bishnoi,Indian National Congress,1192271,870670,0.73,24404,0.028,2004
Chandigarh,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,527684,269818,0.511,45248,0.168,2004
Chhindwara,GEN,Madhya Pradesh,Kamal Nath,Indian National Congress,1145107,752439,0.657,63708,0.085,2004
Chitradurga,GEN,Karnataka,N.Y. Hanumanthappa,Indian National Congress,1316427,917046,0.697,37460,0.041,2004
Cuddapah,GEN,Andhra Pradesh,Y.S. Vivekananda Reddy,Indian National Congress,1143505,814047,0.712,131674,0.162,2004
Dahanu,GEN,Maharashtra,Shingada Damodar Barku,Indian National Congress,1605119,683263,0.426,63363,0.093,2004
Daman And Diu,GEN,Daman & Diu,Patel Dahyabhai Vallabhbhai,Indian National Congress,79232,55590,0.702,607,0.011,2004
Darjeeling,GEN,West Bengal,Dawa Narbula,Indian National Congress,1249238,886298,0.71,101416,0.114,2004
Dausa,GEN,Rajasthan,Sachin Pilot,Indian National Congress,1462752,715613,0.489,114865,0.161,2004
Delhi Sadar,GEN,Delhi,Jagdish Tytler,Indian National Congress,471813,271552,0.576,15974,0.059,2004
Dhanbad,GEN,Jharkhand,Chandra Shekhar Dubey,Indian National Congress,1749456,941715,0.538,119378,0.127,2004
Dhubri,GEN,Assam,Anwar Hussain,Indian National Congress,1149939,863463,0.751,116622,0.135,2004
Dhule,GEN,Maharashtra,Chaurey Bapu Hari,Indian National Congress,1226114,455308,0.371,7765,0.017,2004
Dindigul,GEN,Tamil Nadu,"Chitthan, N. S. V.",Indian National Congress,1137313,688646,0.606,155171,0.225,2004
East Delhi,GEN,Delhi,Sandeep Dikshit,Indian National Congress,2606589,1190884,0.457,229779,0.193,2004
Eluru,GEN,Andhra Pradesh,Kavuru Samba Siva Rao,Indian National Congress,1151672,894854,0.777,123291,0.138,2004
Faridabad,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1546578,844647,0.546,151929,0.18,2004
Gauhati,GEN,Assam,Kirip Chaliha,Indian National Congress,1441360,881696,0.612,61151,0.069,2004
Godda,GEN,Jharkhand,Furkan Ansari,Indian National Congress,1338939,831337,0.621,26754,0.032,2004
Gulbarga,GEN,Karnataka,Iqbal Ahmed Saradgi,Indian National Congress,1439006,827038,0.575,57471,0.069,2004
Guna,GEN,Madhya Pradesh,Jyotiraditya Madhavrao Scindia,Indian National Congress,1422045,668208,0.47,86360,0.129,2004
Guntur,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1172954,820124,0.699,129792,0.158,2004
Gwalior,GEN,Madhya Pradesh,Ramsevak Singh ( BABUJI),Indian National Congress,1381464,564497,0.409,35864,0.064,2004
Hapur,GEN,Uttar Pradesh,Surendra Prakash Goyal,Indian National Congress,1806830,799663,0.443,42363,0.053,2004
Hindupur,GEN,Andhra Pradesh,Nizamoddin,Indian National Congress,1179211,865406,0.734,1840,0.002,2004
Hissar,GEN,Haryana,Jai Parkash,Indian National Congress,1136762,769679,0.677,182768,0.237,2004
Inner Manipur,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,740718,416376,0.562,49333,0.118,2004
Jammu,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1849989,820595,0.444,17568,0.021,2004
Jamnagar,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1072175,433392,0.404,5593,0.013,2004
Jangipur,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1082151,881248,0.814,36860,0.042,2004
Jhabua,GEN,Madhya Pradesh,Kantilal Bhuria,Indian National Congress,1290101,628135,0.487,80282,0.128,2004
Jhunjhunu,GEN,Rajasthan,Shish Ram Ola,Indian National Congress,1370602,679614,0.496,23355,0.034,2004
Jorhat,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1078149,667973,0.62,51292,0.077,2004
Junagadh,GEN,Gujarat,Barad Jasubhai Dhanabhai,Indian National Congress,1239398,658280,0.531,40921,0.062,2004
Kakinada,GEN,Andhra Pradesh,Mallipudi Mangapati Pallam Raju,Indian National Congress,1164984,832052,0.714,57252,0.069,2004
Kaliabor,GEN,Assam,Dip Gogoi,Indian National Congress,1153483,763617,0.662,67198,0.088,2004
Kanakapura,GEN,Karnataka,Tejashwini See Ramesh,Indian National Congress,2695484,1551189,0.576,116663,0.075,2004
Kangra,GEN,Himachal Pradesh,Chander Kumar,Indian National Congress,1033686,640345,0.62,17791,0.028,2004
Kanpur,GEN,Uttar Pradesh,Shriprakash Jaiswal,Indian National Congress,1427231,618698,0.434,5638,0.009,2004
Kapadvanj,GEN,Gujarat,Vaghela Shankersinh Laxmansinh,Indian National Congress,1265350,595296,0.471,79435,0.133,2004
Karol Bagh,GEN,Delhi,Krishna Tirath,Indian National Congress,505236,249184,0.493,37629,0.151,2004
Khammam,GEN,Andhra Pradesh,Renuka Chowdhury,Indian National Congress,1298614,1020523,0.786,108888,0.107,2004
Kolaba,GEN,Maharashtra,Barrister A. R. Antulay,Indian National Congress,1250272,791940,0.633,31870,0.04,2004
Kolar,GEN,Karnataka,K.H. Muniyappa,Indian National Congress,1262765,907296,0.719,11635,0.013,2004
Kopargaon,GEN,Maharashtra,E. V. Alias Balasaheb Vikhe Patil,Indian National Congress,1077519,666950,0.619,87331,0.131,2004
Kurnool,GEN,Andhra Pradesh,Kotla Jayasurya Prakasha Reddy,Indian National Congress,1310724,818316,0.624,101098,0.124,2004
Kurukshetra,GEN,Haryana,Naveen Jindal,Indian National Congress,1161933,850680,0.732,160190,0.188,2004
Machilipatnam,GEN,Andhra Pradesh,Badiga Ramakrishna,Indian National Congress,993370,752413,0.757,50341,0.067,2004
Madhubani,GEN,Bihar,Dr. Shakeel Ahmad,Indian National Congress,1257633,695136,0.553,87079,0.125,2004
Mahabubnagar,GEN,Andhra Pradesh,Devarakonda Vittal Rao,Indian National Congress,1365922,866243,0.634,47907,0.055,2004
Mahasamund,GEN,Chhattisgarh,Ajit Jogi,Indian National Congress,1169419,770599,0.659,118505,0.154,2004
Mahendragarh,GEN,Haryana,Inderjit Singh,Indian National Congress,1429015,848852,0.594,210341,0.248,2004
Malda,GEN,West Bengal,A. B. A. Ghani Khan Choudhury,Indian National Congress,1088411,844032,0.776,111108,0.132,2004
Mandi,GEN,Himachal Pradesh,Pratibha Singh,Indian National Congress,1065083,665196,0.625,66566,0.1,2004
Mandvi,GEN,Gujarat,Chaudhary Tusharbhai Amarsinhbhai,Indian National Congress,1149161,644719,0.561,173382,0.269,2004
Mandya,GEN,Karnataka,Ambareesh M. H.,Indian National Congress,1198750,856067,0.714,124438,0.145,2004
Mathura,GEN,Uttar Pradesh,Manvendra Singh,Indian National Congress,1277346,601855,0.471,38132,0.063,2004
Mehsana,GEN,Gujarat,Jivabhai Ambalal Patel,Indian National Congress,1236066,695357,0.563,14511,0.021,2004
Miryalguda,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1289342,961408,0.746,216907,0.226,2004
Mormugao,GEN,Goa,Alemao Churchil Braz,Indian National Congress,515504,297186,0.577,50524,0.17,2004
Mumbai North Central,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1117487,514561,0.461,13329,0.026,2004
Mumbai North West,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1515745,747677,0.493,47358,0.063,2004
Mumbai South,GEN,Maharashtra,Milind Murli Deora,Indian National Congress,620431,274343,0.442,10246,0.037,2004
Murshidabad,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1197170,1003469,0.838,15480,0.015,2004
Nagpur,GEN,Maharashtra,Vilasrao Baburaoji Muttemwar,Indian National Congress,1630894,792180,0.486,99483,0.126,2004
Nainital,GEN,Uttarakhand,K. C. Singh Baba,Indian National Congress,1261688,616560,0.489,49184,0.08,2004
Nandurbar,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1218524,639614,0.525,107621,0.168,2004
Nandyal,GEN,Andhra Pradesh,S. P. Y. Reddy,Indian National Congress,1182240,828724,0.701,111679,0.135,2004
Narasapur,GEN,Andhra Pradesh,Chegondi Venkata Harirama Jogaiah,Indian National Congress,996175,765772,0.769,64412,0.084,2004
Narasaraopet,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1255040,897889,0.715,86255,0.096,2004
New Delhi,GEN,Delhi,Ajay Makan,Indian National Congress,455114,202926,0.446,12784,0.063,2004
Nilgiris,GEN,Tamil Nadu,Prabhu R.,Indian National Congress,1317502,778708,0.591,236502,0.304,2004
Nizamabad,GEN,Andhra Pradesh,Madhu Yakshi Goud,Indian National Congress,1128312,781638,0.693,137871,0.176,2004
Ongole,GEN,Andhra Pradesh,Sreenivasulu Reddy Magunta,Indian National Congress,1063995,795544,0.748,106021,0.133,2004
Outer Delhi,GEN,Delhi,Sajjan Kumar,Indian National Congress,3368399,1553813,0.461,223790,0.144,2004
Palani,GEN,Tamil Nadu,"Kharventhan, S. K.",Indian National Congress,1088931,693929,0.637,231493,0.334,2004
Periyakulam,GEN,Tamil Nadu,Aaron Rashid J. M.,Indian National Congress,1056853,697773,0.66,21155,0.03,2004
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1329169,643560,0.484,249765,0.388,2004
Raichur,GEN,Karnataka,A.Venkatesh Naik,Indian National Congress,1413018,824732,0.584,508,0.001,2004
Raiganj,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,1147290,913637,0.796,39147,0.043,2004
Rajahmundry,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1074223,815493,0.759,148820,0.182,2004
Rajampet,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,991369,688887,0.695,78085,0.113,2004
Ranchi,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1379179,696342,0.505,15421,0.022,2004
Rasipuram,GEN,Tamil Nadu,Rani. K,Indian National Congress,1132426,693014,0.612,134533,0.194,2004
Rohtak,GEN,Haryana,Bhupinder Singh,Indian National Congress,1055610,661641,0.627,150435,0.227,2004
Sabarkantha,GEN,Gujarat,Madhusudan Mistry,Indian National Congress,1272262,654380,0.514,39928,0.061,2004
Salem,GEN,Tamil Nadu,Thangkabalu K. V.,Indian National Congress,1251141,740252,0.592,175627,0.237,2004
Sangli,GEN,Maharashtra,Patil Prakashbapu Vasantdada,Indian National Congress,1186416,692440,0.584,81623,0.118,2004
Sasaram,GEN,Bihar,Meira Kumar,Indian National Congress,1291800,697265,0.54,258262,0.37,2004
Secunderabad,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1850694,973226,0.526,68758,0.071,2004
